"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Middle income","MIC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","302015905.77525","311696239.833","325043330.59941","347307451.74125","362178856.37242","377493604.76572","388596907.57666","397206410.97457","398396007.14035","407172632.69441","417000128.80117","424674756.68239","431419724.99391","435951022.37731","440776026.04335","444492999.74594","452397831.00464","449982758.72507","456165964.72607","462522929.4311","466937847.23358","471260692.63566","477237582.47495","486167858.00781","495595184.37599","505704827.61274","511257691.50002","516656892.99337","524234643.73024","525943809.05931","526322241.17169","520157421.84638","518779320.55953","525799714.41639","536581791.01284","528378362.83021","526775615.12306","530738717.74645","529668520.44057","528513261.85185","528791706.16426","531377511.76453","537590426.54656","542280811.24147","535676167.89264","540917321.33366","554906695.11433","",
"Macedonia, FYR","MKD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134260","133744","133707","134597","133044","131501","129633","126606","123661","121109","116635","113362","110149","105045","100911","115082","112477","110759","","107278","109945","108254","108827","","",
"Mali","MLI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","203703","217070","224699","236622","240521","252393","265496","280459","293227","298697","291159","291546","296301","293050","294153","292395","298913","307587","365158","377372","395334","430636","494581","557084","612469","683163","778450","862874","958935","1016575","1127360","1227267","1294672","1396791","1505903","1609979","1716956","1823037","1926242","2018551","2114844","2113857","2068714","2181617","2227082","2356420","",
"Malta","MLT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","40021","37447","34644","32569","30322","29834","30863","31363","32218","32448","33063","33187","33208","33987","35411","36240","36322","36564","36726","37016","36899","35626","35488","35366","35051","35273","35374","35261","34914","34261","33530","32717","31710","31064","29596","28922","27805","26772","24674","24985","24075","23567","23655","24072","24624","25177","",
"Myanmar","MMR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3177739","3198670","3300153","3358693","","3475749","3564473","3711464","3837800","3968300","4148342","4405947","4537790","4638735","4615888","4710616","5009850","5046471","5202508","4848158","5384539","5869297","5919339","5896026","5530502","5413752","5136152","","4732947","4857955","4781543","4778851","4889325","4932646","4948198","4969445","5013582","5109630","5094623","5125942","","","","5177276","","","5321524",
"Middle East & North Africa (excluding high income)","MNA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37009","36793","37812","38740","39123","39580","37269","35264","38898","38362","","","37585","37869","",
"Mongolia","MNG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","146014","153605","125200","127100","127986","129802","","137121","138675","141306","145200","146500","150100","152700","153700","153100","155740","157800","162900","165400","166349","154588","138434","142132","158990","176036","234193","244815","251476","253441","250436","241258","238676","235730","251205","249622","239262","239663","252604","273966","265639","256584","245387","239289","251204","274397","",
"Northern Mariana Islands","MNP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","496910","449704","577997","","672000","","1276500","1363000","1426282","","1387192","1286714","1162617","1237817","1248074","1260482","1287681","1199669","1210671","1260218","1217364","1199476","1227341","1301833","1415428","","","2076831","2302313","2543820","2829787","3023321","","3569473","3942829","4165580","4560905","4899652","5071878","5277868","5253670","5359019","5567807","5705343","5901996","","",
"Mauritania","MRT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","31945","34928","40270","42153","44786","50465","64611","72954","82408","85151","90530","101952","107390","119337","126866","140871","150605","157341","158800","155116","167229","188580","219258","248048","269173","289945","312671","330199","346222","355822","360677","375695","394401","434181","443615","465970","483776","473688","512998","531383","535976","553584","568953","592249","632761","601364","",
"Mauritius","MUS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","150402","152331","155624","154830","152417","150573","144325","140905","138318","130185","128758","135462","137004","138790","135391","140714","144697","144130","140135","137929","137491","135233","129738","125543","123167","122895","124589","127109","130505","133489","135237","134085","132432","129616","126226","123562","121387","119310","119022","117922","117432","116068","113634","109097","105447","101633","97300","",
"Malawi","MWI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","314629","378812","424983","482304","546085","571389","583039","586759","611983","667222","691245","754588","736816","707699","757334","794782","862834","901327","1034341","1144880","1212337","1476592","1589948","1726325","2588662","2604130","","2525323","2581698","2694645","2845836","2846589","","2841640","2868038","2933557","2943248","3197928","3250111","3417404","3564199","3687625","3951611","4096614","4204502","4280527","",
"Malaysia","MYS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","1684263","","","","","1893323","","1929914","1968304","1986141","2008973","2034256","2072393","2120050","2148748","2199096","","2274453","2338418","2397816","2455525","2540623","2626297","2693632","2744993","2799744","2856613","","2887753","2911773","3025977","3033019","3009009","3056266","3159376","3202008","3217329","3221408","3225487","3229566","3233645","3237724","3241803","3245882","3178364","3107870","3101007","",
"North America","NAC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","294985","308802","311645","307407","314105","341701","349167","352900","367669","368222","373276","379891","386446","383267","389434","397459","404783","408912","403412","404198","402529","409508","407402","406920","406535","","415454","425242","","","","",
"New Caledonia","NCL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","21632","23050","23467","24220","24844","24943","25834","25633","26784","26484","26630","26779","26513","24434","24410","22517","22237","22366","22818","23052","22958","22325","21865","22080","22308","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","88594","94509","100892","110437","120984","142182","159515","176397","187251","209865","228855","236183","241929","249926","251420","275902","293512","300964","324760","344623","368732","370117","386056","410929","426929","440622","464267","482065","529806","579486","656589","760987","857592","980033","1064056","1126073","1235065","1389194","1554102","1726452","1910166","2050656","2166268","2277021","2444979","2611352","",
"Nigeria","NGA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","3515827","3894539","4391197","4662400","","","4889857","6165547","8100324","9867961","10798550","12117483","13760030","14311608","14654798","14383487","13025287","12914870","12690798","12721087","13607249","13776854","14805937","15870280","16190947","15741078","14078473","","","17907009","19151442","19041223","19806082","20600796","21395510","22115432","22861884","21513996","20008142","20957642","21558461","23668903","24822374","26167545","","","","",
"Nicaragua","NIC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","285285","301580","305690","318887","324579","341533","362103","368284","369640","411515","472167","","509240","536656","534317","561551","556684","583725","599957","595612","632882","674045","703854","737476","765972","764587","762712","777917","783090","830206","838437","868070","923391","927217","941957","945089","966206","952964","944341","","923745","","","","","","","",
"Netherlands","NLD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1462376","1464484","1461544","1454971","1448177","1453467","1448084","1434705","1413277","1379866","1333342","1269868","1201512","1139955","1094980","1109590","1096868","1092707","1086208","1082081","1082022","1040158","1046192","1172534","1189112","1207896","1230987","1254247","1268093","1278581","1282041","1287069","1290625","1283014","1277990","1277478","1280571","1285543","1290029","1294015","1291665","1277199","1254850","1222867","1208038","1192268","",
"Norway","NOR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","385628","386496","375004","380728","386559","390129","396194","396672","396132","394510","390186","383599","372705","361581","347316","335373","325577","317228","312384","310600","309432","308516","307461","309889","314062","320752","330619","401652","411878","419805","426475","429445","432618","432345","429652","429680","430747","429585","426769","424052","423333","423351","424993","425917","430864","438387","",
"Nepal","NPL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","389825","","393269","418155","470365","542524","643835","769049","875494","1012530","1067912","1388001","1474698","1626437","1747857","1812098","1857658","1952504","2108739","2526147","2788644","2884275","3034710","3091684","3191614","3263050","3447607","3460756","","3587665","3780314","3623150","3853618","3928684","4025692","4030045","4502697","4515059","4418713","4782313","4900665","4951956","4782885","4576693","4401780","4335355","4264942","4135253",
"Nauru","NRU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1118","1315","1330","1392","","","","","","","","","","","1451","","","","","","","","","","","","","1663","","1589","1618","1566","1375","1529","1812","1393","1235","1254","","","","1304","","1578","","1808","",
"New Zealand","NZL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","400445","396878","394199","391467","388996","391399","393695","394517","393536","390221","381262","367986","359011","346797","337956","329337","320373","317470","312998","312773","318568","316107","317286","322984","331666","345236","348098","357569","362413","360621","359555","355532","354421","356442","353062","352845","350810","349080","348160","347674","348492","347349","347594","353285","360206","368306","377073","",
"OECD members","OED","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3478","15332","24411","35290","48649","54611","62630","70751","78136","83703","91895","102011","117295","135815","156947","177541","197735","215416","232181","247128","262989","277370","289911","297209","301999","307050","311955","313516","315557","315976","316889","316633","314064","","312121","303345","294927","289717","302037","","295581","299471","320324","337038","350544","368141","",
"Other small states","OSS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3992834","4119577","4460497","4813134","4988873","5236203","5527860","5015479","5131360","5213092","5473578","5741490","6179400","6412000","6828000","7094059","7638781","7958529","8272550","8614857","","","","","","","","","","13987198","14204954","14489107","15093960","16207286","17257947","16687658","17979190","18175801","18468096","18756348","18050718","18119160","18150234","19431565","19846822","21550582","",
"Panama","PAN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","255287","287565","305651","319124","328460","334607","339034","340515","343455","340222","337522","335239","336740","335651","339101","340135","343616","346137","345202","350277","351021","350104","353154","357402","358367","361877","371250","","","393030","400408","408249","419904","419903","429837","430152","436945","446176","445107","440627","439746","439698","437277","435973","426637","417556","","",
"Peru","PER","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","2341068","2427467","2509182","2641227","2741060","2840625","2961252","3019624","3093017","3117055","3161375","3251807","3412769","3427840","3484979","3711592","3600316","3663055","3727463","3793601","3855282","3857465","3824660","3913601","4031359","4131085","4159935","4163180","4299407","4349594","4338080","4317368","4283046","4200489","4133386","4077361","4026316","3993965","3854764","3787409","3762681","3671207","3478689","3545103","3495614","3513439","3576943","",
"Philippines","PHL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","6968978","7001970","7022709","7209039","7429249","7597279","7808158","7861641","8178609","8112536","8506072","8518283","8591267","8717469","8793763","8925959","9204168","9601322","9972571","10284861","10427077","10517932","10674072.99559","10731453","10910876","11541570","11847794","12225038","12502524","12707788","12759918","12826218","12970635","13017973","13083744","13006648","13145210","13411286","13686643","","","","14460377","","14453060","","",
"Palau","PLW","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1901","1942","","","1985","1855","1805","1657","1544","","","","","","1654","1639","","","",
"Papua New Guinea","PNG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","191083","195859","204218","218167","229527","238267","250715","253987","263171","277854","299823","300536","313790","","349889","","373759","384367","397463","417818","415195","422348","443552","478040","505153","516797","525962","538730","580623","","559817","520846","514735","496616","508333","531759","532250","","600557","","","","1426884","","","","","",
"Poland","POL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3860758","3675922","3516830","3374714","3245444","3162521","3102439","3075744","3078165","3115680","3190141","3309179","3439491","3566695","3678458","3771617","3854629","3915213","3920816","3928427","3957145","3976740","4026899","3973296","3841339","3740380","3674692","3579857","3433762","3318722","3221253","3105262","2983070","2855692","2723661","2602020","2484820","2375205","2294369","2234937","2191659","2187172","2160861","2152655","2306102","2480793","",
"Pre-demographic dividend","PRE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","472742","475706","471992","462034","438800","429503","440163","","","","","497830","","","","","","","","","","","","","","","","","","","","","","","","","","","303833","299746","269885","268460","263734","258958","250579","","",
"Korea, Dem. People’s Rep.","PRK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1546554","","","","","","1357606","","",
"Portugal","PRT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1146156","1161241","1172186","1187909","1179200","1204567","1207902","1220123","1221191","1233511","1240307","1223127","1221539","1203119","1274887","1235312","1234293","1192032","","1078516","1019794","1004848","952941","929471","896681","867253","","832696","815231","810996","801545","769910","767872","758476","752739","750493","753646","754142","743662","733515","720740","703525","693045","674038","656727","638883","",
"Paraguay","PRY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","424179","436857","440151","451530","454986","452249","467552","478584","493231","504377","518968","530083","539889","549637","559080","570775","579687","600166","627190","656877","687331","720983","749336","798981","835089","862940","895777","905813","958734","951481","966476","966548","962661","935722","930918","933995","914138","894422","872906","852168","839291","820437","838198","","","","","",
"West Bank and Gaza","PSE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283868","303458","325892","","368321","388163","398978","402370","401372","388948","387138","381904","383559","390051","395205","402866","411368","424095","430409","442476","450182","459463","",
"Pacific island small states","PSS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","24148","24822","25510","26667","27780","28533","28883","29528","29581","29482","29245","29012","29384","27944","27401","","","27259","27467","27854","28270","28195","29132","29600","30037","29415","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","15025","17511","19182","20237","22287","23615","25266","26065","27031","28472","30078","32618","34805","35920","37967","40636","42502","45367","48097","49657","48650","48785","49059","52016","52130","53631","55636","59912","60989","61067","62465","64255","66473","65351","69991","70927","75451","78123","84645","88723","94985","101424","106801","117454","130464","139194","",
"Romania","ROU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1399856","1337599","1246699","1282257","","","","","","","1525426","","","","","1538012","1525282","1495026","1446881","1378976","1253480","1211239","1201229","1237655","1335973","1391951","1405308","1373079","1284507","1189058","1090172","1028697","990807","1005533","970295","938095","917829","865175","855707","842238","825962","807047","","","947205","939147","",
"Russian Federation","RUS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","7580000","7093000","6692000","6298000","5965000","5736000","5608000","5631000","5771000","5961000","6009000","6151000","6241000","6338000","6464000","6579000","6833000","7008000","7117000","7282000","7596000","7738000","7797000","7738000","7849000","7880000","7672000","7250000","6742624","6138300","5702348","5554607","5416925","","5308605","5164735","5010284","4968710","5015307","","5318323","5514819","5651730","5725528","5982572","6198783","",
"Rwanda","RWA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","419059","404357","399450","397752","386719","401521","434150","463442","515712","559291","615282","647025","645188","658877","681639","721844","783311","844322","899811","928143","970209","1027622","","","","","1154768","1270733","1288669","1431657","1475572","1534510","1636563","1752588","1857841","2019991","2150430","2190270","2264672","2299326","2341146","2394674","2402164","2399439","2450705","2546263","",
"South Asia","SAS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","797785","","","","","","","","","","","","","","","","","","","","","","","","","","3097604","","3173807","3211387","3255243","3321066","3347680","3436259","3635779","3737083","3844516","3734693","",
"Sudan","SDN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2687746","2771373","2912529","3046699","3176816","3472215","3527613","3906743","3970740","4024296","3981129","4142967","4291916","","4518417","","",
"Senegal","SEN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","262928","269997","283276","297560","308526","311913","345862","346585","370412","392541","419748","452679","496066","533394","567059","583890","610946","642063","658102","682925","708448","725496","738556","773386","805437","875661","954758","1026570","1034065","1107712","1159721","1197081","1287093","1382749","1444163","1473464","1572178","1618303","1652585","1695007","1797147","1839982","1845649","1926736.18","1977388","2034345","",
"Singapore","SGP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","363518","357936","354748","345284","337816","328401","316265","306349","297102","290859","291722","285179","286780","290800","288623","278060","268820","261603","259270","257833","257932","260286","262599","261534","251097","261648","269668","","","","","","","","","","","301101","299704","294602","","","","","","","236943","",
"Solomon Islands","SLB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","21270","25144","25570","25442","26088","28219","27021","26390","26749","26973","28870","29253","30616","34953","37522","38716","39563","42381","","","47598","49000","53320","57264","60493","63794","55940","66840","","58016","57364","","66480","","","75082","80649","83232","","","95379","98066","97547","100517","101981","104236","107203","",
"Sierra Leone","SLE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","166107","176658","169324","181911","191692","205910","218376","227815","","304962","315145","346703","350160","381674","416024","421689","","422210","395389","391152","367426","","","","","","","","","442915","554308","","","","","","","","","","1194503","1252343","1299812","","1360243","1412524","",
"El Salvador","SLV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","509985","535113","541931","588213","613810","640615","667647","690140","718049","748979","695829","585889","667002","700719","730090","","","837520","853058","833279","","809487","829235","834134","","838509","902559","933822","925511","939877","949077","967748","987676","1016098","1045485","1045484","1035100","1075041","993795","963524","939726","900681","858864","817275","777043","741394","711182","",
"San Marino","SMR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1639","1654","1683","1692","1698","1692","1663","1623","1588","1535","1509","1488","1493","1456","1440","1411","1363","1288","1266","1227","1212","1200","1190","1166","","1134","1170","","","1249","","","","1445","","","","1573","1568","1577","1563","1574","","","","","",
"Somalia","SOM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","42713","51143","67952","84507","","197706","229030","228544","263751","271139","212395","194181","182272","183836","166333","153711","","","","","","","","","","","","","","","","","","","","","457132","","","","","","","","","","",
"Serbia","SRB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","379856","350819","344346","338950","332730","329234","324913","312514","297816","289785","282395","283161","288690","289403","288196","284754","279220","272523","",
"Sub-Saharan Africa (excluding high income)","SSA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1450738","","","","1273852","","",
"Sub-Saharan Africa","SSF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","9018","10278","12518","10259","10803","14290","12663","14162","","16509","16376","16382","16102","15874","16013","","17010","18095","","19822","20494","21484","","","","21016","","20077","23769","","","28780","29347","29784","30468","","31397","32584","33789","34116","35250","33893","34733","34493","35558","36394","37172",
"Suriname","SUR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","91834","91502","93275","95282","91769","80171","86958","85250","85060","80844","74538","75630","74805","73520","71454","69963","62633","62271","65798","61435","60085","73407","79162","87882","","","","","64031","","64852","64023","","","65527","66121","65020","69604","71074","70981","69857","70193","70254","70492","71921","71653","",
"Slovak Republic","SVK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361885","361350","350604","345594","338291","329559","320560","324311","316601","309399","300189","284312","270004","254906","242459","235378","230536","224769","217805","212421","209213","209325","211407","213766","216266","","",
"Slovenia","SVN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","109500","113045","115200","115533","115913","116016","116887","117051","116847","115085","112134","111663","104441","102120","102184","100764","98866","95812","91536","86850","86388","86021","87085","93371","93156","93274","107848","107295","107104","106883","106946","107965","109218","111648","115560","","",
"Sweden","SWE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","615331","636219","653055","671651","688806","698677","698017","689839","686811","677349","666679","662581","658127","647557","630505","612704","600122","588600","580200","578540","578359","584203","614551","626254","643768","666139","690630","746164","763028","775706","786027","785774","774888","690758","658461","626847","601120","584726","573416","576110","578486","602295","733412","757164","791893","","",
"Swaziland","SWZ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","69055","71455","76343","81694","86110","89528","92721","96835","100700","105607","112019","119913","125303","129767","134528","139345","142206","147743","152895","157345","166454","172908","180285","186271","192599","201307","202439","205829","208779","213041","213986","212063","209037","208444","218352","221596","229686","232572","","231349","241237","239721","239422","239019","240437","241404","","",
"Sint Maarten (Dutch part)","SXM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3585","","3677","","","",
"Seychelles","SYC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","9224","9746","10074","10275","10355","10232","9950","10001","10123","9978","9629","9790","9897","9820","9607","9678","9922","9728","9631","9819","","10134","9931","9873","9911","9885","9886","9747","9738","9931","10025","9782","9623","9477","8906","9204","8942","8864","8744","8624","8670","8695","8701","8682","8812","8974","9007","",
"Syrian Arab Republic","SYR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","924969","1005739","1102652","1160088","1211570","1273944","1316152","1356428","1407223","1481496","1555921","1642888","1716795","1823684","1924242","2029752","2158594","2217993","2304544","2357981","2452086","2539081","2573181","2624594","2651247","2672960","2690205","2695452","2738083","2774922","2835023","2904569","2149493","2192764","2252145","2279545","2310168","2356403","2383223","2429450","2507400","2552874","1547316","","","","",
"Turks and Caicos Islands","TCA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1615","1791","1707","1668","1626","1764","1800","1692","","","","","","","","","","","","","","","","1750","","","1573","","1822","2018","2176","2137","1810","2117","2220","","","","2891","","","","","2647","2577","","",
"Chad","TCD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","183250","184020","188485","198030","201676","212983","220882","","","","","","","","288478","337616","340920","419406","424942","492231","525165","568630","553205","542405","547696","591493","680909","786537","839932","913547","984224","1085247","1164093","1271985","1262393","1296486","1324298","1529711","1671205","1727030","1928603","2090758","2330798","2442660","2270104","2213223","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","228505","257875","290352","311678","329443","362895","395381","421436","458104","484272","506788","498639","492329","457376","454209","462858","511009","527853","569388","597503","646962","652548","","663126","762137","824626","859574","888012","953886","914919","945103","977534","975063","984846","996707","1051872","1021617","1055372","1224916","1286653","1299802","1368074","1412356","1413208","1413547","1498314.46","",
"Thailand","THA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","5634782","5921149","6151354","6385468","6543164","6686477","6810747","6955623","6848121","7243764","7392563","7449219","7398184","7272153","7229064","7150489","7160494","7086116","7008584","6992232","6956717","6906935","6758091","6569856","6291945","5961855","5909618","5930829","6120400","6100647","6023714","6056420","","6054517","5974615","5843512","5703756","5564622","5370546","5146535","5044242","5005432","4954620","5182351","5081079","","",
"Tajikistan","TJK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","507354","536959","519701","570916","593526","611903","638674","684087","690306","691891","680100","684542","694930","690270","693078","687900","680308","692247","686290","682090","668678","662513","664930","662427","683162","718497","771040",
"Turkmenistan","TKM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359064","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185180","184047","183800","183483","177970","","","206576","218294","230175","241871","245038","246531","245847","243559","236190","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","17865","16416","16566","16688","16932","19260","19474","19416","19730","19744","19012","17364","16701","16329","16921","17019","16912","16715","","","16522","16728","16658","16792","16540","16652","16857","16648","16460","16783","16697","17033","17105","17891","17113","17032","16941","16892","16667","16719","16848","17033","17222","17251","17093","","","",
"South Asia (IDA & IBRD)","TSA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","225689","225134","220363","211979","202943","199033","190155","181863","171635","166763","167039","167950","169853","166739","168790","168308","176544","182764","186189","189623","193992","196333","197030","195013","191636","186000","181030","176204","172204","168532","155366","141427","141036","137313","129703","","130242","130880","130914","131350","","","","","","","",
